category,usage,topic,meaning,sentence
프레젠테이션,프레젠테이션 서론,질의응답,본 프레젠테이션 마지막에 모든 질문에 대해 답변해 드리도록 하겠습니다,We will endeavor to answer any questions at the end of my presentation.
프레젠테이션,프레젠테이션 서론,질의응답,질문이 있으시면 끝날 때까지 기다려 주세요,"If you have any questions, please save them for the end."
프레젠테이션,프레젠테이션 서론,질의응답,발표 마지막에 어떤 질문이든지 기꺼이 대답해 드리겠습니다,I will be happy to answer any questions at the end of my talk.
프레젠테이션,프레젠테이션 서론,기타 공지사항,두 번째 세션이 시작하기 전에 짧은 휴식을 갖겠습니다,We will take a short break before the second session begins.
프레젠테이션,프레젠테이션 서론,기타 공지사항,이 프레젠테이션 후 30분 동안 짧은 휴식이 있겠습니다,We will take a short break for 30 minutes after this presentation.
프레젠테이션,프레젠테이션 서론,기타 공지사항,질의응답 시간 전에 잛은 휴식을 갖겟습니다,We'll take a short break before the question and answer session.
프레젠테이션,프레젠테이션 서론,기타 공지사항,미스터 김의 발표 후 짧은 휴식을 갖겠습니다,We'll take a short break after Mr. Kim gives his speech.
프레젠테이션,프레젠테이션 서론,기타 공지사항,"나중에 잛은 휴식을 가진 후, 지식관리팀의 책임자인 이 팀장님의 간략한 프레젠테이션이 있겠습니다","We'll take a short break afterwards, followed by another short presentation by Mr. Lee, the team leader of knowledge management."
프레젠테이션,프레젠테이션 서론,기타 공지사항,휴식 시간에 다과가 제공될 것입니다,Refreshments will be provided for you during the break. Some snacks and drinks will be provided during the break.
프레젠테이션,프레젠테이션 서론,기타 공지사항,프레젠테이션 후 오찬이 제공될 것입니다,Lunch will be provided after the presentation.
프레젠테이션,프레젠테이션 서론,기타 공지사항,발표 후 짧은 토론이 잇겠습니다,There will be a short discussion after the talk.
프레젠테이션,프레젠테이션 서론,기타 공지사항,이 프레젠테이션 후에 패널 발표가 몇 개 잇겟습니다,There will be several panel talks after this presentation.
프레젠테이션,프레젠테이션 서론,기타 공지사항,발표 후 발표자가 최근 출간한 책을 구입하실 수 있습니다,The recently published books of the speaker can be purchased after the presentation.
프레젠테이션,프레젠테이션 서론,기타 공지사항,"그럼, 이제 자료물을 나누어 드리겟습니다","Then, I will now distribute some information sheets."
프레젠테이션,프레젠테이션 서론,기타 공지사항,"그럼, 여러분의 이해를 돕기 위해 소책자를 나누어 드리겠습니다","Then, I will now hand over some booklets for your information."
프레젠테이션,프레젠테이션 서론,기타 공지사항,그럼 이제 자료집을 나누어드리겠습니다,"Then, I will now distrivute the information packets."
프레젠테이션,프레젠테이션 서론,기타 공지사항,이 자료집에는 여러분이 상황을 더 잘 이해하실 수 있는 추가 자료와 정보가 포함되어 있습니다,This information packet contains additional data and information so that you may have a better understanding of the situation.
프레젠테이션,프레젠테이션 본론,본론의 도입,"자, 몇 가지 수치를 보여 드리는 것으로 발표를 시작할까 합니다","Now, let me begin the presentation by showing you some numbers."
프레젠테이션,프레젠테이션 본론,본론의 도입,몇가지 질문을 드리며 발표를 시작할까 합니다,"Now, let's begin the presentation by asking you some questions."
프레젠테이션,프레젠테이션 본론,본론의 도입,여러분에게 질문을 하나 드리면서 시작하고 싶습니다,I'd like to open up by asking you a question.
프레젠테이션,프레젠테이션 본론,본론의 도입,프레젠테이션을 간단히 요약해 드리는 것으로 시작하죠,Let me start off by giving you a brief summary of my presentation.
프레젠테이션,프레젠테이션 본론,본론의 도입,현황을 살펴보는 것부터 시작하죠,Let me start off by outlining our current status.
프레젠테이션,프레젠테이션 본론,본론의 도입,프레젠테이션의 목차를 요약해 드리며 시작하겠습니다,I will begin by summarizing the contents of my presentation.
프레젠테이션,프레젠테이션 본론,본론의 도입,프레젠테이션의 주요 사항들을 사려보면서 시작하겠습니다,I will begin by going over the main points of my presentation.
프레젠테이션,프레젠테이션 본론,본론의 도입,저희 마케팅 계획을 전체적으로 살펴보며 시작하고 싶습니다.,I'd like to open up by giving you an overview of our marketing plans.
프레젠테이션,프레젠테이션 본론,본론의 도입,저희 회사의 최근 프로젝트 결과부터 시작해 보죠,Let's start with our company's recent project outcomes.
프레젠테이션,프레젠테이션 본론,본론의 도입,"자, 먼저 말씀드리는 것은 바로 자가용은 연료 효율이 좋아야 한다는 것입니다","So first things first, cars should be energy efficient."
프레젠테이션,프레젠테이션 본론,본론의 도입,제 첫번째 요점은 바로 기술적 특징에 관한 것입니다,My first point is on its technical features.
프레젠테이션,프레젠테이션 본론,내용 연결,프레젠테이션의 처음 부분에서는 당사의 새 의류 라인의 견본을 몇 가지 보여 드리겠습니다,"In the first part of my presentation, I'll show you several samples of clothes in our new clothing lines."
프레젠테이션,프레젠테이션 본론,내용 연결,"첫째로, 지금까지의 프로젝트 진행 상황에 관해 간략히 말씀드리겠습니다","Firstly, I'll give you a brief history of the project to date."
프레젠테이션,프레젠테이션 본론,내용 연결,먼저 이 연구의 최근 조사 결과를 알려 드리겠습니다,"To begin, let me bring you up to date on the latest finding of the study."
프레젠테이션,프레젠테이션 본론,내용 연결,그 후에 당사와 주요 경쟁업체 간의 품질 비교에 관해 발표하겠습니다,"After that, I would like to present a quality comparison between our company and our major competitor."
프레젠테이션,프레젠테이션 본론,내용 연결,그 후에 현 지풀 품의서 절차에 관한 내용을 여러분께 직접 전해 드리겠습니다,"Following that, I will walk you through the current expense reporting procedure."
프레젠테이션,프레젠테이션 본론,내용 연결,"그 다음으로, 20I4년도 재무보고를 살펴보도록 하겟습니다","Then, I am going to go over our financial report for the year 20I4."
프레젠테이션,프레젠테이션 본론,내용 연결,"그러고 나서, 향후 저희가 직면하게 될 어려움에 대해 집중적으로 살펴볼 것입니다","And then, I will focus my attention on the difficulties that we are likely to face in the future."
프레젠테이션,프레젠테이션 본론,내용 연결,"다음으로, I2개월 프로젝트 계획과 일정을 검토해 보고자 합니다","Next, I'd like to review the twelve-month project plan and timeline."
프레젠테이션,프레젠테이션 본론,내용 연결,문화에 관한 제 두 번째 사항으로 넘어가겠습니다,Let me move on to my second point about culture.
프레젠테이션,프레젠테이션 본론,내용 연결,여기서 저희의 현재 전략의 개요에 관한 제 프레젠테이션의 다음 부분으로 넘어가겠습니다,This brings me to the next part of my presentation which is an overview of our current strategies.
프레젠테이션,프레젠테이션 본론,내용 연결,설명을 위해 이전 슬라이드로 돌아가도록 하죠,Let's get back to the previous slide for clarification.
프레젠테이션,프레젠테이션 본론,내용 연결,"즉, 점점 더 많은 사람들이 친환경 제품에 관심을 보인다는 것입니다","That is, more and more people are interested in environmentally-friendly products."
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),이것은 중국 기업들과의 합작을 고려하는 분들에게 도움이 될 것입니다,This is beneficial to those who are considering a joint venture with Chinese companies.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),팀을 더 효율적으로 관리하는 방법에 대한 정보를 얻으실 겁니다,You will take away tips on how to manage your teams more efficiently.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),오늘 프레젠테이션은 한국에서 투자 기회를 찾고 계신 분들에게 큰 가치가 있을 것이라고 생각합니다,I believe that today's presentation will be of great value to those seeking investment opportunities in Korea.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),오늘 프레젠테이션은 다가오는 회계 감사에 관련된 분들에게 꼭 필요한 것이라고 생각합니다,I believe that today's presentation will be essential to those involved in the upcoming audit.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),제 발표는 최근 예산 감축에 대처할 수 있는 하나의 지침이 될 것입니다,My presentation serves as a set of guidelines for dealing with our recent budget cuts.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),여러분은 우리 신제품을 어떻게 마케팅하시겠습니까?,How would you like to market our new product?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),여러분은 우리 신규 고객을 어떻게 만족시키겠습니까?,How would you like to satisfy our new customers?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),시간 관리에 관해 잠시 생각해 봅시다,Let us think for a moment about current economic trends.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),현 경제 동향에 대해 잠시 생각해 봅시다,Let us think for a moment about time management.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),미래에 대해 잠시 생각해 보죠. 40년 후에는 인구의 25%만 일을 하고 놀랍게도 50%는 연금을 탈 것이라는 것을 알고 계셨나요?,"Let us think for a moment about the future. Did you know that in 40 years, only 25 percent of the population wil be working, and a surprising 50 percent will be collecting a pension?"
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),e-비즈니스에 관해 잠시 생각해 보죠. 모든 온라인 쇼핑 구매자 중 84%가 웹페이지가 뜨기까지 I0초밖에 기다리지 않는다는 것을 알고 계셨나요?,Let us think for a moment about e-business. Did you know that 84 percent of all Internet shoppers will only wait I0 seconds for a web page to load?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),빠르게 변하는 시장을 한번 생각해 보세요,Give some thought to the rapidly changing market
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),여기 계신 여러분 가운데 몇 분이나 인터넷이 어린이들에게 치명적일 수 잇다는 것에 동의하십니까>,How many of you here agree with me that the Internet can be fatal to children?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),소규모 사업을 시작하기가 더 힘들어지고 있다는 것에 동의하십니까?,Do you agree that it's getting more challenging to open a small business?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),귀사의 인사 시스템이 바뀌어야 한다고 동의하시면 손들어 주세요,Raise your hand if you agree that your HR system should be modified.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),경영진이 인력의 절반을 해고하라고 여러분에게 요구했다고 가정해 보세요,Suppose that the management asked you to layoff half of your work force.
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),일본인과 협상을 해야 했던 경험이 있으십니까?,Have you ever had to negotiate with the Japanese?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),저는 창의력이란 단어를 생각할때마다 약 6천년 전에 화장품을 발명한 고대 이집트 사람들이 떠오릅니다,"When I think about creativity, I'm reminded of the ancient Egyptians who invented cosmetics over 6000 years ago."
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),십대 청소년들이 무엇 때문에 우리 상품을 구입하지 않는 것인지 보여 드린다면 발표 내용에 관심이 가시겠습니까?,"If I could show you what stops teenagers from buying our product, would you be interested?"
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),임원들의 입장에서 생각해 보세요. 어떤 직원에게 호감을 느끼겠습니까?,Put yourselves into the shoes of executives. What kinds of employees would you be fond of?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),CEO와 면접을 본다고 상상해 보세요. CEO가 여러분께 묻는 첫 번째 질문이 무엇일까요?,Imagine yourself at a job interview with a CEO. What do you think the first question that he or she asks will be?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),고위 간부급에 왜 여성들이 적은지 생각해 보신 적 있으십니까?,Have you ever wondered why there are few women at the executive level?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),우리 고객들의 관심사에 대해 생각해 보셨습니까?상사와 대립해야한 하는 상황에 처해 본 경험이 있으십니까?,Have you ever thought about the interests of our customers?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),상사와 대립해야만 하는 상황에 처해 본 경험이 있으십니까?,Have you ever been in a situation where you had to confront your boss?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),회사의 가치에 우선 순위를 두어야 하는 상황에 처한 적 있으십니까?,Have you ever been in a situation in which you had to prioritize the company's values?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),작년 매출이 I0년 만에 가장 높았다는 것을 알고 계셨나요?,Did you know that our sales last year were the highest they have been in I0 years?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),인터넷이 텔레비전보다 효과가 더 큰 고아고 매체인 이유를 알고 계십니까?,Do you know why the Internet is a more effective advertising media than television?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),고객이 우리 상품에 절대 완전히 만족하지 않는 이유를 짐작하실 수 있겠습니까?,Can you guess why our clients are never fully satisfied with our products?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),이 문제를 해결하기 위해 우리가 할 수 있는 일이 무엇일까요?,What can we do to solve this problem?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),공해를 줄이기 위해 우리가 해야 할 일은 무엇일까요?,What should we do to reduce pollution?
프레젠테이션,프레젠테이션 본론,청중을 내편으로 만들기 (유도하기),여러분은 우리의 마케팅 전략을 어떻게 개선하시겠습니까?,How would you go about improving our marketing strategies?
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,"첫째로, 저희 투자 계획의 현황에 대해 말씀드리겠습니다.","Firstly, let me tell you the current status of our investment plan."
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,"두 번째로, 여러분의 파워포인트 프레젠테이션을 활기 있게 할 수 있는 방법으로 넘어가 보도록 하겠습니다.","Secondly, I would like to move on to some methods to spice up your PowerPoint presentations."
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,다음으로 이 수치들을 살펴보도록 하겟습니다.,"Next, I'd like to go over some of these figures."
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,"마지막으로, 신상품에 관한 몇 가지 의견을 말씀드리겟습니다","Finally, I will provide some comments on our new product."
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,제가 먼저 다루고 싶은 주제는 반품과 교환에 관한 규정입니다,The first subject I'd like to cover is our policy on returns and exchanges.
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,이 내용은 다음 단계인 신임 관리자들을 위한 경영 훈련 과정의 중요성으로 연결됩니다,"This brings us to the next point, which is the importanceof a management training course for new managers."
프레젠테이션,프레젠테이션 본론,순서대로 진행하기,계속해서 미국 시장 문제로 넘어가면 전망이 긍정적이라고 말씀드리겠습니다.,"Moving on to the question of the US market, I would say that the prospect is positive."
프레젠테이션,프레젠테이션 본론,내용 보충,우리의 영업 인력의 부족 문제뿐 아니라 높은 이직률을 줄일 수 있는 대책을 강구해야 합니다,"In addition to the shortage in our sales workforce, we need to take measures to reduce the high turnover rate."
프레젠테이션,프레젠테이션 본론,내용 보충,"ns만 아니라, 오늘 미 달러화는 일본 엔화에 대해 급락했습니다","Moreover, the US dollar dropped sharply against the Japanese yen today."
프레젠테이션,프레젠테이션 본론,내용 보충,또한 대부분의 회사들은 제공하는 제품과 서비스의 개선을 통해 시장 원리에 대응합니다,"What's more, most businesses react to market forces by making changes to the goods and services they offer."
프레젠테이션,프레젠테이션 본론,반대 내용 제시,저희 회사는 직원들에게 근무 시간 자유 선택제를 제공합니다. 하지만 하계 근무 시간 자유 선택제는 부서마다 다를 것 같습니다.,"Our company is offering staff flexible working hours. However, summer flextime policies are likely to be different in each department."
프레젠테이션,프레젠테이션 본론,반대 내용 제시,지난번에 실시한 해결책에도 불구하고 우리 부서 내 의사소통 문제는 여전히 존재합니다,"Despite the solutions we implemented last time, communication problems still remain in our department."
프레젠테이션,프레젠테이션 본론,반대 내용 제시,많은 신기술이 개발되고 잇으나 우리고객은 변화 속도를 따라가는 것에 불편해 하는 것 같습니다,"More and more new technology is being developed, but our customers seem uncomfortable with the speed of changes."
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,회사에서의 소통이 잘못되는 원인이 무엇일까요?,What causes miscommunications in work places?
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,주의 집중이 잘못된 의사소통의 원인이 됩니다,Lack of attention causes miscommunication.
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,그렇다면 허리 통증이나 부상을 예방하는 방법에는 무엇이 있을까요?,So what can you do to prevent back strain or injury?
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,따라서 재무팀은 연구개발 예산을 늘리는 것이 바람직합니다,"Therefore, it's desirable for the Finance Department to raise the research and development budget."
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,따라서 우리가 시장의 차기 주자가 될 가능성이 무척 높습니다,"Thus, the possibility is very high that we may be the next market leader."
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,"결과적으로, 노사간 협상을 해야 합니다","As a result, labor and management need to negotiate."
프레젠테이션,프레젠테이션 본론,원인 및 결과 설명,"결과적으로, 노사간 협상을 해야 합니다","As a result, labor needs to negotiate with management."
프레젠테이션,프레젠테이션 본론,설명한 내용 마무리,이것이 구조조정 문제에 관해 제가 말씀드릴 수 있는 전부입니다,This is all I have for the issue of restructuring.
프레젠테이션,프레젠테이션 본론,설명한 내용 마무리,이 주제에 관해서는 이게 전부입니다,That's all for this topic.
프레젠테이션,프레젠테이션 본론,설명한 내용 마무리,이것이 저소득층을 위한 주택 정책에 대해 제가 말슴드리고 싶었던 전부입니다,That's all I wanted to say about the housing policy for low-income earners.
프레젠테이션,프레젠테이션 본론,설명한 내용 마무리,이것으로 프레젠테이션의 이 부분은 결론에 이른 것 같습니다,I guess this concludes this part of my presentation.
프레젠테이션,프레젠테이션 본론,설명한 내용 마무리,지금까지 내용이 대체로 제 요지의 결말입니다,I think that pretty much concludes my point here.
프레젠테이션,프레젠테이션 본론,기간 대비 비교,지난 분기 이전에 당사 수익은 연간 20% 성장했습니다,"Prior to last quarter, our revenues grew at an annual rate of 20%."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,I990년대 말에 우리와 같은 중소기업들은 한국 시장에서 어려움을 겪었습니다.,"Back in the late I990s, small and medium-sized businesses like us had a tough time in the Korean market."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,9월 이후 총 지수는 7개월째 줄곧 50을 밑도는 수준이었습니다,"Since September, the total index has remained below 50 for the 7th consecutive month."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,그 이후로 수익이 월 I5%정도 계속 감소하고 잇습니다,"From then on, our profits have been decreasing about I5% a month."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,올 한 해 동안 공장의 수는 수만 개로 증가할 것입니다,"Over the course of this year, the number is going to grow into tens of thousands of factories."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,그러는 동안 우리는 수익을 증대시켜야 합니다,"Meanwhile, we have to increase our revenues."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,그러는 동안 우리는 새로운 변화에 대비해야 합니다,"In the meantime, we should be ready for new changes."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,"당사의 목표는 향후 5년 내에 수익 I,000억 원을 달성하는 것입니다","In the coming five years, our goal is to reach I00 billion KRW in revenue."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,일본 정부는 지난 I0년 동안 새로운 일자리 창출에 힘써 왓습니다,The Japanese government has made great efforts in creating new jobs in the past decade.
프레젠테이션,프레젠테이션 본론,기간 대비 비교,지난 I0년간 우리 수익은 매년 두 자리 수로 증가했습니다,"Over the past decade, our revenues have had double digit increases annually."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,작년 총 매출이 20%올랐습니다. 그럼에도 불구하고 우리는 여전히 일본에서 고전햇습니다,"Total sales were up 20% last year. In spite of this, we were faced with a lot of trouble in Japan."
프레젠테이션,프레젠테이션 본론,기간 대비 비교,"올해 국내 경기가 침체되었지만, 우리는 3년째 연속해서 연 I5% 성장률을 유지할 수 있었습니다","Even though the domestic economy has been stagnant this year, we have managed for the third year in a row to sustain a I5% annual growth rate."
프레젠테이션,프레젠테이션 본론,다른 내용 소개,여기서 잠시 이 자료를 보여 드리죠,Let me show you this data for a second here.
프레젠테이션,프레젠테이션 본론,다른 내용 소개,잠시 본론에서 벗어나 융통성 잇는 정책이 무엇인지 설명하고자 합니다,I'd like to digress for a minute and explain what a flexible policy means.
프레젠테이션,프레젠테이션 본론,다른 내용 소개,참고로 이 그래프를 보여 드리죠,"By the way, let me show you this graph."
프레젠테이션,프레젠테이션 본론,다른 내용 소개,잠깐 옆길로 새서 우리가 취할 수 있는 다른 옵션에 대해 이야기해 봅시다,"To digress a little bit, let us talk about other options we have."
프레젠테이션,프레젠테이션 본론,다른 내용 소개,"잠깐 옆길로 새서, 영화 검열 절차에 대해 설명해 드리지요","Digressing for a moment, let me explain the process in censoring a film."
프레젠테이션,프레젠테이션 본론,다른 내용 소개,불법 노동자 문제로 돌아갑시다,Let's go back to this issue of illegal workers.
프레젠테이션,프레젠테이션 본론,다른 내용 소개,"기업 합병 문제로 되돌아가서 말씀드리자면, 저희는 선택의 여지가 없다고 봅니다","Going back to the question of M&As, I would say we have no choice."
프레젠테이션,프레젠테이션 본론,다른 내용 소개,또 다른 가능성은 저희의 인터넷 사업 영업을 확장하는 것입니다,Another possibility is expanding our e-business areas.
프레젠테이션,프레젠테이션 본론,다른 내용 소개,여기서 잠깐 멈추고 우리 회사의 설립 철합을 되새겨 봅시다,Let us pause for a moment here and be reminded of our company's founding philosophy.
프레젠테이션,프레젠테이션 본론,다른 내용 소개,제가 앞서 말씀드렸던 부분으로 돌아가겠습니다,Let me return to what I was talking about before.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,제가 강조하고자 하는 점은 저희 경영진을 개편할 필요가 있다는 것입니다.,The point that I’d like to emphasize is that we need to reshuffle our management. 
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,제가 강조하고자 하는 것은 협상 가이드라인을 제시해야 한다는 것입니다.,What I’d like to stress is that we need to come up with negotiation guidelines.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,제가 강조하고 싶은 것은 우리는 영업 교육 원크숍을 준비할 필요가 있다는 것입니다.,What I'd like to stress is that we need to arrange sales training workshops.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,제가 집중적으로 살펴보고자 하는 것은 바로 이 22인치 LED 모니터입니다,What I'd like to focus on is this 22-inch LED monitor.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,제가 여기서 강조하고 실은 접은 우리에게는 구조 조정이 필요하다는 것입니다,The important point here that I'd like to emphasize is that we need restructuring.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,당연한 문제는 우리가 시장 선두 주자가 아니라는 것입니다,The problem at hand is that we are not a market leader
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,여기서 쟁점은 한국 학생은 창의력과 혁신이 부족하다는 것입니다.,The issue here is that Korean students lack creativity and innovation.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,중요한 사실은 우리는 중국의 경제력 증가를 경계해야 한다는 것입니다.,The thing is that we need to be alarmed by the increase in China’s economic power.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,여러분은 자신의 일을 즐기는 것이 특히 중요합니다.,It is especially important that you enjoy your job.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,저희가 여기서 제안하는 가이드라인은 많습니다. 특히 세 번째 사항은 제가 오늘 강조해 드리고 싶은 점입니다.,There are many guidelines we suggest here. Number 3 in particular is the point that I’d like to emphasize today.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,이 프로젝트의 성과에 대해 우리는 매우 흥분해 있습니다,We are extremely excited about the outcome of this project. 
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,비용을 걱정하시는 것은 아주 당연한 일이죠.,You are absolutely right to worry about the cost.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,간단히 말하자면， 가격을 내려야 합니다.,"Simply put, we need to cut prices."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,근본적으로， 우리는 해결책이 필요하며 ， 바로 지금 필요합니다,8asicallι we need a solution and we need it now.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,대체로， 우리는 경쟁사가 예상했던 것보다 훨씬 더 잘해 왔습니다.,"Generally, we have done much better than our competitors had expected"
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,간단히 말하지연 ， 6시그마 도입이 생산성 증가에 도움이 되었습니다,"To put it simply, the introduction of Six Sigma has helped to increase productivity."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,무엇보다도， 우리 회사는 5년 이상 흑자를 유지했습니다,"Above all, our company has been in the black for more than 5 years."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,달리 말하자면 ， 시에서 올해 판매세 수입이 7% 감소할 것입니다,"In other words, the city estimates sales tax revenues will be down by 7 percent this year."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,방금 제가 말한 것을 바꿔 표현하면， 광고의 본질은 특정 제품을 사도록 사람들을 설득하는것입니다,"If I can rephrase what I just said , the essence of advertising is to persuade people to buy a particular product."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,달리 표현하면 올해는 전세금이 급등할 것입니다.,"To put it another way, rental deposits will skyrocket this year"
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,좀 더 엄밀한 의미에서， 미디어에 관한 견해는 사람마다 다릅니다.,"In more technical terms, the view of the media varies from person to person."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,국내 경제 여건에서 보면， 국제 시장에서의 우리 회사의 위치는 최상입니다,"With regard to local economic conditions, our position in the global market has never been better."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,우리 회원들은 런던 증권 거래소의 운영 상황을아주 상세히 듣는 것에 특히 관심이갈것입니다,Our members will be particularly interested to hear in great detail the workings of the London Stock Exchange.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,북부 악어 가죽 제품은 여러 나라에서 호평을 받아 왔는데， 특히 동유럽의 신흥 부유층사이에그렇습니다,"Leather goods made from the skin of the northern crocodile are prized in many countries, especially among the newly rich in Eastern Europe."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,무엇보다도 인수합병은 사업을 확장하는 데 가장 효과적입니다.,"Among other things, M&As are the most effective way to expand business."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,보다 중요한 것은， 우리의 주 목적은 새로운 네트원크 시스템을 구축하는 것입니다,"More significantly, our main objective is to build a new network system."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,보다 중요한 것은， 요는 너무 많은 것을 너무 빨리 기대할 수는 없다는 것입니다.,"More importantly, the point is that we can’t expect too much too soon."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,저희 회사는 특히 인쇄물 광고 및 전자 광고 캠페인뿐 아니라 국내외 마케팅 전략의기획에도 참여할 것입니다.,"In particular, we will be involved in planning national and international marketing strategies, including print and electronic advertising campaigns"
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,불업 거래 문제에 관해서 증권사들은 좀 더 엄격한 통합 규정의 적용을 시작했습니다,"In connection with the issue of illegal transa ctions, brokerages have launched unified and stricter regulations. "
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,저희는 무선 통신 유통과 관련된 문제 해결메 있어 SP 델레콤 사의 역할 증대를 기대할수있습니다,We can anticipate an increase in SP Telecom’s role in settling issues concerning the distribution of wireless communlcatlon.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,고객 만족도에 관한 한 우리는 누구한테도 지지 않습니다.,"As far as customer satisfaction is concerned , we are second to none."
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,직원들을 해고하는 수밖에 없슴니다.,There is no alternative but to lay off some staff.
프레젠테이션,본론 내용 전개,중요내용 강조 및 요점 전달,다시 한 번 더 시도해 보는 수밖에 없습니다.,There is no other choice but to give it one more try
